index,单价,小区名称,建筑面积,户型,房屋总价,朝向,楼层,装修
56,39887元/平米,联发花园,134.38平米,3室2厅2卫,536万,南北,低层,简装修
57,68027元/平米,绿家园,147平米,4室2厅2卫,1000万,南北,高层,简装修
58,62874元/平米,湖滨一里,50.1平米,2室1厅1卫,315万,东南,高层,简装修
59,36837元/平米,美湖花园,101.8平米,2室2厅1卫,375万,南北,中层,简装修
0,60833元/平米,美仁宫大厦,72平米,2室1厅1卫,438万,东南,低层,精装修
1,109725元/平米,新景七星公馆,166.78平米,5室2厅3卫,1830万,南北,高层,豪华装修
2,54851元/平米,江山帝景,145.85平米,3室2厅2卫,800万,南北,低层,简装修
3,52547元/平米,富山花园,68.51平米,2室1厅1卫,360万,南北,高层,简装修
4,41000元/平米,前埔北区一里,100平米,3室2厅1卫,410万,南北,中层,精装修
5,63181元/平米,万科金域蓝湾,89.9平米,3室2厅1卫,568万,东南,高层,精装修
6,40909元/平米,侨福城,88平米,2室2厅1卫,360万,南北,低层,精装修
7,80882元/平米,新景高峰会,204平米,5室2厅3卫,1650万,南北,高层,毛坯
8,59420元/平米,假日香港广场,138平米,3室2厅2卫,820万,南北,高层,毛坯
9,44608元/平米,文兴东一里,51.56平米,1室1厅1卫,230万,南北,高层,中装修
10,52980元/平米,南湖花园,245平米,5室3厅3卫,1298万,南北,高层,简装修
11,65076元/平米,江山帝景别墅,461平米,8室3厅5卫,3000万,南,低层,简装修
12,39692元/平米,龙山山庄,65平米,2室2厅1卫,258万,南北,高层,精装修
13,43548元/平米,坑内路,62平米,2室1厅1卫,270万,南北,低层,中装修
14,57750元/平米,罗宾森广场,53.68平米,2室2厅2卫,310万,南北,中层,中装修
15,64721元/平米,华尔顿1275,197平米,4室2厅2卫,1275万,南北,中层,毛坯
16,54390元/平米,天湖苑,128.7平米,暂无,700万,南,中层,中装修
17,62545元/平米,故宫裕景,68.75平米,2室1厅1卫,430万,北,中层,简装修
18,40000元/平米,禹洲花园三期,55平米,2室1厅1卫,220万,南北,高层,精装修
19,77936元/平米,罗宾森广场,74.42平米,2室1厅1卫,580万,东北,高层,精装修
20,44236元/平米,侨福城,74.6平米,2室2厅1卫,330万,南北,中层,简装修
21,60341元/平米,厦成海景花园,132.58平米,3室2厅2卫,800万,南北,低层,精装修
22,42208元/平米,文兴东三里,77平米,2室2厅1卫,325万,南北,低层,中装修
23,57304元/平米,国源滨北国际,131.23平米,3室2厅2卫,752万,东南,中层,精装修
24,80106元/平米,蓝湾国际,146.68平米,3室2厅2卫,1175万,南,高层,简装修
25,40863元/平米,国贸汇景,139平米,3室2厅2卫,568万,东西,中层,简装修
26,138710元/平米,新华城,31平米,暂无,430万,东北,低层,精装修
27,41847元/平米,福满山庄,129.04平米,3室2厅2卫,540万,南北,中层,精装修
28,45315元/平米,华鸿花园,146.75平米,3室3厅3卫,665万,东西,高层,简装修
29,59502元/平米,大西洋海景城,215.12平米,4室3厅2卫,1280万,北,高层,简装修
30,54343元/平米,鹭江新城三期,99平米,3室2厅1卫,538万,南北,中层,精装修
31,95238元/平米,源昌新天地,168平米,5室2厅3卫,1600万,南北,高层,豪华装修
32,44355元/平米,莲花天伦花园,62平米,2室1厅1卫,275万,东南,高层,简装修
33,37368元/平米,侨福城,95平米,3室2厅1卫,355万,南北,中层,简装修
34,41055元/平米,莲坂西小区,87.2平米,3室2厅1卫,358万,南北,高层,简装修
35,58056元/平米,美仁宫大厦,72平米,2室1厅1卫,418万,东南,低层,精装修
36,54556元/平米,富山名士园,88.9平米,2室2厅1卫,485万,南北,高层,简装修
37,39000元/平米,店上东里,100平米,3室2厅1卫,390万,南北,高层,简装修
38,88235元/平米,厦禾裕景,153平米,3室2厅2卫,1350万,南北,低层,精装修
39,67370元/平米,禾丰新景,61.6平米,2室2厅1卫,415万,南北,低层,精装修
40,67757元/平米,海峡国际社区二期,89.29平米,1室2厅1卫,605万,北,中层,精装修
41,80064元/平米,文园春晓,162.37平米,4室2厅2卫,1300万,南北,中层,精装修
42,57728元/平米,九龙城,53.7平米,2室1厅1卫,310万,北,中层,简装修
43,50000元/平米,育青路教卫大院,76平米,3室1厅1卫,380万,南北,低层,简装修
44,59041元/平米,港龙花园,135.5平米,3室2厅2卫,800万,南北,高层,精装修
45,46570元/平米,天宝大厦,128.41平米,3室2厅2卫,598万,南北,高层,简装修
46,54181元/平米,时尚国际,84.9平米,2室2厅1卫,460万,西南,高层,精装修
47,52083元/平米,育秀里,96平米,3室2厅1卫,500万,南北,中层,精装修
48,40284元/平米,瑞景新村,173.27平米,4室3厅2卫,698万,东,高层,暂无
49,73813元/平米,鑫塔水尚,155.8平米,4室3厅3卫,1150万,东,低层,豪华装修
50,47806元/平米,嘉盛豪园,152.7平米,4室2厅2卫,730万,南北,中层,简装修
51,46438元/平米,安宝大厦,127.05平米,4室2厅2卫,590万,西北,高层,精装修
52,46679元/平米,瑞景新村,111.4平米,3室2厅1卫,520万,南北,中层,简装修
53,40698元/平米,店上东里,86平米,3室2厅1卫,350万,南北,高层,精装修
54,36154元/平米,岳阳西里,65平米,2室1厅1卫,235万,南北,中层,简装修
55,59426元/平米,东方瑞士,121.16平米,3室2厅2卫,720万,南北,高层,精装修
56,56790元/平米,鸿山大厦,81平米,2室2厅1卫,460万,南北,中层,简装修
57,65783元/平米,海峡国际天璟,134.99平米,3室1厅2卫,888万,东北,低层,精装修
58,61241元/平米,利华苑,146.96平米,4室2厅2卫,900万,北,高层,精装修
59,69832元/平米,厦禾裕景,322.2平米,5室2厅4卫,2250万,南北,低层,简装修
0,48571元/平米,盈翠里,70平米,2室2厅1卫,340万,东南,中层,简装修
1,52133元/平米,联谊广场,59.08平米,2室1厅1卫,308万,西南,中层,中装修
2,70079元/平米,新景中心二期,164.1平米,4室2厅2卫,1150万,南北,高层,精装修
3,39163元/平米,文兴东三里,85.54平米,2室2厅1卫,335万,南北,中层,简装修
4,117348元/平米,新华城,76.61平米,3室1厅1卫,899万,西南,中层,简装修
5,60123元/平米,碧湖豪庭,163平米,4室2厅2卫,980万,南北,高层,精装修
6,45625元/平米,前埔南区店上西里,96平米,3室2厅1卫,438万,南北,中层,简装修
7,38636元/平米,岭兜小区,88平米,3室2厅1卫,340万,南北,高层,中装修
8,41192元/平米,嘉莲大厦,149.3平米,3室2厅2卫,615万,西北,中层,中装修
9,39720元/平米,前埔北区二里,107平米,3室2厅2卫,425万,南北,低层,简装修
10,66112元/平米,文园春晓,126.3平米,3室2厅2卫,835万,南北,低层,精装修
11,41001元/平米,金榜大厦,103.9平米,3室2厅1卫,426万,西,低层,简装修
12,39045元/平米,新港龙花园,133.18平米,3室2厅2卫,520万,南北,中层,精装修
13,72847元/平米,海峡国际天璟,137平米,3室2厅2卫,998万,南北,高层,精装修
14,49180元/平米,外贸新村,97.6平米,2室2厅1卫,480万,南北,中层,简装修
15,35417元/平米,侨福城,96平米,3室2厅1卫,340万,南北,高层,简装修
16,43623元/平米,文兴东二里,81.38平米,3室2厅1卫,355万,南北,高层,精装修
17,55529元/平米,君临宝邸,169.1平米,3室2厅2卫,939万,南北,高层,毛坯
18,50943元/平米,夏新花园,53平米,2室1厅1卫,270万,南北,高层,中装修
19,44353元/平米,光华大厦,146.1平米,3室2厅2卫,648万,东,高层,暂无
20,51513元/平米,祥和广场,108.71平米,2室2厅1卫,560万,东北,低层,简装修
21,49355元/平米,夏新花园,54.3平米,2室1厅1卫,268万,南北,高层,精装修
22,45983元/平米,金帝花园,117平米,4室2厅2卫,538万,南北,中层,简装修
23,40010元/平米,联丰瑞园,79.98平米,2室2厅1卫,320万,南北,中层,精装修
24,35567元/平米,残联宿舍,97平米,3室2厅1卫,345万,南北,中层,精装修
25,45169元/平米,摩登时代,50.92平米,暂无,230万,西北,高层,精装修
26,35662元/平米,岭兜小区,88.33平米,3室2厅1卫,315万,南北,高层,中装修
27,44203元/平米,阳台山公安局宿舍,69平米,2室1厅1卫,305万,南,高层,中装修
28,78128元/平米,东方明珠广场,100.86平米,4室2厅3卫,788万,西北,低层,豪华装修
29,46790元/平米,家家海景,91.9平米,3室2厅1卫,430万,东南,低层,简装修
30,43373元/平米,文兴东二里,83平米,3室1厅1卫,360万,南北,高层,中装修
31,42857元/平米,电业花园,70平米,2室2厅1卫,300万,南北,中层,精装修
32,60488元/平米,莲岳里,41平米,3室1厅1卫,248万,东南,中层,简装修
33,139423元/平米,西堤别墅,104平米,6室3厅2卫,1450万,东,低层,简装修
34,42208元/平米,文兴东三里,77平米,2室2厅1卫,325万,南北,低层,中装修
35,43761元/平米,屿后北里,79.98平米,3室1厅1卫,350万,南北,中层,中装修
36,51813元/平米,银苑花园,96.5平米,2室2厅1卫,500万,南北,中层,简装修
37,38438元/平米,岳阳小区,64.52平米,2室2厅1卫,248万,东南,低层,简装修
38,64895元/平米,新景中心二期,161.8平米,4室2厅2卫,1050万,南北,高层,豪华装修
39,58642元/平米,万寿山铁路小区,81平米,3室2厅1卫,475万,南北,高层,简装修
40,55087元/平米,新莲花新龙山花园,154.3平米,4室2厅3卫,850万,南,高层,精装修
41,75000元/平米,海峡国际社区,160平米,3室2厅2卫,1200万,南北,中层,精装修
42,55600元/平米,金庭花园,125平米,3室2厅2卫,695万,南北,高层,中装修
43,46506元/平米,槟榔西里,83平米,3室2厅1卫,386万,南北,低层,中装修
44,45273元/平米,源昌广场,110平米,3室2厅2卫,498万,西南,低层,精装修
45,43501元/平米,阳光花园,75.4平米,2室2厅1卫,328万,南北,中层,简装修
46,77220元/平米,东卉花园,259平米,6室2厅3卫,2000万,南北,高层,毛坯
47,55091元/平米,罗宾森广场,55平米,2室1厅1卫,303万,南北,低层,简装修
48,81699元/平米,厦禾裕景,153平米,3室2厅2卫,1250万,南北,高层,精装修
49,48471元/平米,莲花大厦,88.3平米,2室2厅1卫,428万,东北,中层,精装修
50,45455元/平米,明发园,110平米,3室2厅2卫,500万,南北,中层,简装修
51,41667元/平米,文兴东三里,78平米,2室2厅1卫,325万,南北,低层,中装修
52,40500元/平米,店上东里,70.37平米,2室1厅1卫,285万,南北,高层,中装修
53,56153元/平米,枫丹雅苑,149.59平米,3室2厅2卫,840万,东南,高层,简装修
54,43784元/平米,思明南路278,37平米,1室1厅1卫,162万,南北,高层,精装修
55,46429元/平米,槟榔东里,64.4平米,3室1厅1卫,299万,南北,中层,简装修
56,49773元/平米,五州大厦,186.85平米,3室2厅3卫,930万,西南,高层,中装修
57,56363元/平米,嘉隆商业小区,102平米,3室2厅2卫,574.9万,西北,高层,简装修
58,46119元/平米,嘉盛豪园,134平米,3室2厅2卫,618万,南北,中层,毛坯
59,39418元/平米,莲坂西小区,75.6平米,2室2厅1卫,298万,南北,高层,毛坯
0,42694元/平米,侨福城,105.4平米,3室2厅1卫,450万,南北,低层,精装修
1,52288元/平米,文园雅阁,153平米,3室2厅2卫,800万,南北,高层,精装修
2,81268元/平米,天鹭大厦,98.44平米,2室2厅1卫,800万,南北,中层,中装修
3,39720元/平米,前埔北区二里,107平米,3室2厅2卫,425万,南北,低层,简装修
4,41754元/平米,莲花天伦花园,47.9平米,1室1厅1卫,200万,南北,高层,简装修
5,48511元/平米,共和大厦,47平米,2室1厅1卫,228万,北,中层,精装修
6,52549元/平米,新莲花新龙山花园,127.5平米,3室2厅2卫,670万,南北,中层,中装修
7,45585元/平米,益田海景大厦,80.07平米,2室2厅1卫,365万,南北,中层,精装修
8,105660元/平米,山景叠院,159平米,6室3厅4卫,1680万,南北,高层,精装修
9,40290元/平米,华天花园,93.82平米,2室2厅2卫,378万,南北,低层,简装修
10,41781元/平米,岭兜小区,73平米,2室2厅1卫,305万,南北,低层,中装修
11,83065元/平米,信和中央广场,124平米,3室2厅2卫,1030万,南北,高层,精装修
12,50000元/平米,鹭江新城三期,40平米,1室1厅1卫,200万,南北,中层,精装修
13,48000元/平米,嘉盛豪园,85平米,3室1厅1卫,408万,南,低层,精装修
14,50000元/平米,博士新村,132平米,3室2厅2卫,660万,南北,低层,中装修
15,40161元/平米,屿后北里,74.7平米,2室1厅1卫,300万,南北,中层,简装修
16,44426元/平米,瑞景新村,94.54平米,3室2厅1卫,420万,南北,中层,精装修
17,74742元/平米,国贸春天,200.69平米,4室2厅2卫,1500万,南北,中层,简装修
18,50107元/平米,联邦广场,93.8平米,2室2厅2卫,470万,南北,中层,简装修
19,47018元/平米,阳台山公安局宿舍,57平米,2室2厅1卫,268万,南北,高层,简装修
20,53130元/平米,松柏禾山家园,163.56平米,4室3厅2卫,869万,南北,高层,精装修
21,47429元/平米,仙岳山庄,175平米,3室2厅3卫,830万,东西,中层,简装修
22,55333元/平米,盈翠里,90平米,3室2厅1卫,498万,南北,中层,简装修
23,65007元/平米,罗宾森广场,128.91平米,4室1厅2卫,838万,东南,低层,精装修
24,53498元/平米,莲滨里,82.62平米,2室2厅1卫,442万,南北,低层,简装修
25,95662元/平米,源昌新天地,104.43平米,3室3厅3卫,999万,南北,中层,精装修
26,45361元/平米,电业花园,67.9平米,3室1厅1卫,308万,南北,中层,简装修
27,89674元/平米,鑫塔水尚,184平米,4室2厅3卫,1650万,南北,中层,豪华装修
28,66972元/平米,海峡国际天璟,109平米,3室2厅1卫,730万,南北,中层,豪华装修
29,41804元/平米,福星商业中心,109.56平米,3室2厅2卫,458万,南北,低层,简装修
30,64417元/平米,万科金域蓝湾,163平米,4室2厅2卫,1050万,南北,低层,简装修
31,45067元/平米,文图花园,75平米,3室2厅2卫,338万,西南,高层,简装修
32,96154元/平米,源昌新天地,104平米,4室2厅3卫,1000万,南,中层,简装修
33,60847元/平米,南湖明珠,189平米,3室2厅2卫,1150万,南北,低层,豪华装修
34,68235元/平米,厦禾裕景,93.5平米,2室2厅1卫,638万,南北,中层,精装修
35,81603元/平米,厦禾裕景,153.18平米,3室2厅2卫,1250万,东,中层,精装修
36,78529元/平米,鑫塔水尚,152.81平米,3室3厅2卫,1200万,南北,中层,豪华装修
37,50459元/平米,祥和广场,109平米,3室2厅1卫,550万,东北,中层,简装修
38,45357元/平米,文园路民房,83.78平米,3室2厅1卫,380万,南北,中层,中装修
39,43110元/平米,福满山庄,129.9平米,3室2厅1卫,560万,南北,中层,中装修
40,44706元/平米,湖北大厦,51平米,1室1厅1卫,228万,西南,低层,精装修
41,54545元/平米,宏辉大厦,143平米,3室2厅2卫,780万,东南,中层,简装修
42,52984元/平米,卧龙晓城,222.71平米,4室2厅2卫,1180万,南北,高层,精装修
43,69622元/平米,国贸春天,200.8平米,4室2厅3卫,1398万,南北,中层,精装修
44,71631元/平米,海峡国际社区二期,141平米,3室2厅2卫,1010万,南,低层,精装修
45,41871元/平米,云顶山庄花园,99.83平米,3室2厅1卫,418万,南北,低层,精装修
46,69231元/平米,故宫裕景,78平米,2室1厅1卫,540万,南北,中层,简装修
47,45263元/平米,惠祥花园,133.22平米,4室2厅2卫,603万,南北,中层,简装修
48,46824元/平米,阳光百合,85平米,2室2厅1卫,398万,南北,高层,精装修
49,44229元/平米,望海花园,144.25平米,3室2厅2卫,638万,西北,中层,简装修
50,47295元/平米,龙祥花园,126.23平米,3室2厅2卫,597万,南北,高层,精装修
51,75326元/平米,蓝湾国际,196.48平米,5室2厅2卫,1480万,南北,高层,豪华装修
52,38961元/平米,外贸新村,77平米,3室2厅1卫,300万,南北,低层,简装修
53,38750元/平米,裕康花园,80平米,3室2厅1卫,310万,南北,高层,简装修
54,49203元/平米,湖滨名宫,117.88平米,3室2厅2卫,580万,东北,高层,简装修
55,59459元/平米,海峡国际天璟,148平米,3室2厅2卫,880万,南北,中层,豪华装修
56,37097元/平米,银河新村,62平米,2室2厅1卫,230万,南北,中层,简装修
57,44937元/平米,嘉盛豪园,130.85平米,3室2厅2卫,588万,南北,低层,简装修
58,40881元/平米,店上东里,79.5平米,3室2厅1卫,325万,南北,高层,中装修
59,46237元/平米,华林紫微花园,93平米,3室2厅1卫,430万,南北,高层,精装修
0,78488元/平米,厦门国际广场,172平米,3室2厅1卫,1350万,南北,低层,毛坯
1,64706元/平米,中山公园老别墅,340平米,6室2厅3卫,2200万,南,低层,毛坯
2,64607元/平米,海峡国际社区,178平米,4室2厅2卫,1150万,东南,低层,精装修
3,42694元/平米,侨福城,105.4平米,3室2厅1卫,450万,南北,中层,精装修
4,31844元/平米,古楼北里,158.9平米,4室2厅2卫,506万,南北,高层,简装修
5,44643元/平米,鑫利花园,112平米,3室2厅2卫,500万,南北,中层,简装修
6,58421元/平米,南湖明珠,190平米,4室2厅3卫,1110万,南北,高层,简装修
7,44610元/平米,云顶至尊,269平米,4室2厅4卫,1200万,南北,高层,豪华装修
8,41055元/平米,莲坂西小区,87.2平米,3室2厅1卫,358万,南北,高层,简装修
9,39318元/平米,森海丽景,187.7平米,4室2厅2卫,738万,南北,高层,精装修
10,42568元/平米,思东商厦,74平米,3室1厅1卫,315万,南北,低层,简装修
11,65082元/平米,永升华庭,176.7平米,4室2厅2卫,1150万,东,高层,暂无
12,38310元/平米,联丰瑞园,126.6平米,3室2厅2卫,485万,南北,高层,精装修
13,55958元/平米,鑫塔水尚,111.69平米,3室2厅1卫,625万,东西,低层,豪华装修
14,51771元/平米,莲花花园,96平米,3室2厅1卫,497万,南北,中层,简装修
15,73292元/平米,厦禾裕景,322平米,5室2厅4卫,2360万,南北,低层,豪华装修
16,54623元/平米,大西洋海景城,116.8平米,3室2厅2卫,638万,南北,低层,简装修
17,83468元/平米,尊墅尊府,185.7平米,4室2厅2卫,1550万,南北,高层,简装修
18,44961元/平米,店上东里,129平米,3室2厅2卫,580万,南北,中层,中装修
19,49346元/平米,福满山庄,107平米,3室2厅1卫,528万,南北,中层,中装修
20,72211元/平米,国贸春天,200.8平米,4室2厅3卫,1450万,东西,中层,精装修
21,47710元/平米,建发花园三期,131平米,4室2厅2卫,625万,南,低层,简装修
22,53459元/平米,银行家园,159平米,4室2厅2卫,850万,南北,中层,精装修
23,35723元/平米,嘉华里,83.98平米,3室1厅1卫,300万,南北,中层,简装修
24,46565元/平米,建发花园三期,131平米,4室2厅2卫,610万,南,低层,简装修
25,40290元/平米,岭兜小区,69平米,2室2厅1卫,278万,南北,中层,中装修
26,75658元/平米,云海山庄,304平米,5室3厅4卫,2300万,南,低层,简装修
27,44086元/平米,龙盛花园,93平米,3室2厅1卫,410万,南北,低层,简装修
28,58627元/平米,海晟花园,102平米,3室2厅2卫,598万,南北,中层,简装修
29,44326元/平米,嘉华大厦,67.68平米,2室2厅1卫,300万,南北,中层,简装修
30,46326元/平米,莲岳里,62.6平米,2室2厅1卫,290万,南北,中层,精装修
31,47193元/平米,莲花广场,114平米,3室2厅1卫,538万,南北,高层,精装修
32,36444元/平米,龙福花园,90平米,2室2厅1卫,328万,南北,高层,精装修
33,56695元/平米,文馨园,188.73平米,4室3厅2卫,1070万,南北,高层,中装修
34,49587元/平米,文屏大厦,121平米,3室2厅2卫,600万,南北,低层,简装修
35,50030元/平米,莲前西路法院宿舍,101.54平米,3室2厅1卫,508万,南北,中层,精装修
36,57313元/平米,国源滨北国际,131.21平米,3室2厅2卫,752万,东南,高层,精装修
37,39744元/平米,美新广场,78平米,3室2厅2卫,310万,南北,低层,毛坯
38,61170元/平米,南湖明珠,188平米,3室2厅2卫,1150万,南北,低层,豪华装修
39,44989元/平米,前埔北区一里,96.69平米,3室2厅1卫,435万,南北,高层,精装修
40,60280元/平米,海峡国际社区二期,92.9平米,暂无,560万,南,高层,简装修
41,44985元/平米,新莲岳里,82.25平米,2室2厅1卫,370万,东南,高层,简装修
42,42038元/平米,角滨路宿舍房,47.1平米,2室1厅1卫,198万,南北,高层,简装修
43,48618元/平米,土地规划局宿舍,123平米,3室2厅2卫,598万,南北,中层,简装修
44,49976元/平米,能群大厦,42.02平米,1室1厅1卫,210万,南,中层,简装修
45,55319元/平米,珍珠湾花园,94平米,2室1厅1卫,520万,南北,中层,简装修
46,51262元/平米,建达花园,103平米,3室2厅1卫,528万,西北,低层,精装修
47,56396元/平米,润泽园,141.5平米,3室2厅2卫,798万,南北,高层,精装修
48,48305元/平米,中山路民宅,59平米,2室1厅1卫,285万,南北,中层,精装修
49,46529元/平米,能群大厦,53.3平米,2室2厅1卫,248万,西北,中层,简装修
50,51003元/平米,湖明丽景,119.6平米,3室2厅2卫,610万,南北,低层,简装修
51,40679元/平米,店上东里,97.84平米,3室2厅1卫,398万,南北,高层,中装修
52,42857元/平米,中关委大厦,119平米,3室2厅2卫,510万,东南,中层,毛坯
53,39744元/平米,禹洲花园三期,78平米,2室2厅1卫,310万,南北,中层,简装修
54,57622元/平米,定安小区,76.36平米,2室1厅1卫,440万,南北,高层,简装修
55,52083元/平米,国贸广场,134.4平米,3室2厅2卫,700万,南北,中层,毛坯
56,44928元/平米,育秀中心,138平米,3室2厅2卫,620万,南北,高层,简装修
57,54444元/平米,福达里,36平米,1室1厅1卫,196万,西南,中层,简装修
58,57471元/平米,万科金域蓝湾,87平米,2室1厅1卫,500万,南,中层,精装修
0,51356元/平米,万寿新城,62.31平米,2室1厅1卫,320万,南北,中层,简装修
1,51986元/平米,裕发广场,55.4平米,2室2厅1卫,288万,东南,中层,简装修
2,36727元/平米,观远里,100.2平米,3室2厅1卫,368万,南北,中层,精装修
3,69803元/平米,城立方,58.45平米,2室2厅3卫,408万,西,中层,简装修
4,44563元/平米,裕康花园,105.02平米,4室2厅2卫,468万,南北,低层,豪华装修
5,38750元/平米,岳阳西里,80平米,3室1厅1卫,310万,东北,高层,精装修
6,60847元/平米,南湖明珠,189平米,3室2厅2卫,1150万,南北,低层,豪华装修
7,48958元/平米,瑞景新村,96平米,3室2厅1卫,470万,东,中层,暂无
8,53562元/平米,水岸筼筜,162.43平米,4室2厅2卫,870万,南北,高层,中装修
9,56208元/平米,松柏湖花园,88.6平米,3室2厅1卫,498万,南北,中层,精装修
10,46014元/平米,阳台佳苑,69.11平米,2室1厅1卫,318万,南北,高层,中装修
11,50000元/平米,文馨园,230平米,5室2厅2卫,1150万,南北,高层,简装修
12,88235元/平米,厦禾裕景,153平米,3室2厅2卫,1350万,南北,低层,精装修
13,47746元/平米,建发花园三期,130.9平米,4室2厅2卫,625万,东北,低层,简装修
14,40976元/平米,文兴东三里,102.5平米,3室2厅1卫,420万,南北,中层,精装修
15,54048元/平米,永升松柏中心,83.26平米,2室2厅1卫,450万,南北,中层,简装修
16,38870元/平米,富山美迪斯,133.78平米,3室2厅2卫,520万,东南,中层,简装修
17,35068元/平米,金鸡亭花园小区,81.27平米,2室2厅1卫,285万,南北,高层,中装修
18,44563元/平米,裕康花园,105.02平米,4室2厅2卫,468万,南北,低层,豪华装修
19,59099元/平米,碧湖豪庭,96.11平米,3室2厅1卫,568万,南北,低层,精装修
20,50778元/平米,金辉园,31.51平米,暂无,160万,北,高层,中装修
21,43818元/平米,槟榔西里,52.49平米,1室1厅1卫,230万,南北,高层,简装修
22,50996元/平米,龙景台,127.46平米,3室2厅2卫,650万,南北,中层,简装修
23,59181元/平米,海豚湾小区,163.06平米,3室2厅2卫,965万,南北,中层,精装修
24,59020元/平米,虎园路财政宿舍,167.4平米,4室2厅2卫,988万,东,高层,简装修
25,35857元/平米,金鸡亭花园小区,75.3平米,2室1厅1卫,270万,南北,中层,简装修
26,37857元/平米,龙昌里居住区,84平米,2室2厅1卫,318万,南北,高层,精装修
27,57407元/平米,厦门国际广场,270平米,5室2厅3卫,1550万,南北,中层,毛坯
28,64337元/平米,博海豪园,166平米,4室2厅2卫,1068万,南北,中层,简装修
29,42759元/平米,宝龙中心二期,145平米,3室2厅2卫,620万,东,低层,暂无
30,45294元/平米,电业花园,68平米,3室1厅1卫,308万,南北,中层,简装修
31,49276元/平米,瑞景新村,97.41平米,3室2厅2卫,480万,南北,高层,精装修
32,34774元/平米,塔埔小区,120.78平米,3室2厅2卫,420万,南北,低层,精装修
33,70175元/平米,皇家御城,399平米,4室2厅4卫,2800万,南北,高层,毛坯
34,48451元/平米,侨福城,90.4平米,2室2厅1卫,438万,南北,中层,简装修
35,31324元/平米,官都里,68平米,3室2厅1卫,213万,南北,低层,简装修
36,40396元/平米,禹洲花园三期,101平米,3室2厅2卫,408万,南北,中层,中装修
37,59615元/平米,莲岳里,41.6平米,3室1厅1卫,248万,北,中层,简装修
38,41722元/平米,古楼北里,68.31平米,2室1厅1卫,285万,南北,高层,中装修
39,72581元/平米,厦禾裕景,93平米,2室2厅1卫,675万,西南,低层,精装修
40,37121元/平米,凌香里,132平米,3室2厅1卫,490万,南北,高层,精装修
41,64963元/平米,海峡国际天璟,135平米,3室2厅2卫,877万,东西,中层,中装修
42,52083元/平米,国贸广场,134.4平米,3室2厅2卫,700万,南北,中层,毛坯
43,50000元/平米,裕发广场,35平米,1室1厅1卫,175万,北,中层,精装修
44,34589元/平米,岭兜小区,87.6平米,3室2厅1卫,303万,南北,低层,简装修
45,50000元/平米,思明农行宿舍,66平米,2室1厅1卫,330万,南北,高层,中装修
46,45037元/平米,太湖新城,135平米,4室2厅2卫,608万,东,中层,暂无
47,43019元/平米,禹洲世贸国际,53平米,1室1厅1卫,228万,东南,中层,简装修
48,35417元/平米,侨福城,96平米,3室2厅1卫,340万,南北,高层,简装修
49,41416元/平米,湖滨三里,113平米,3室2厅2卫,468万,南北,高层,精装修
50,56109元/平米,万科金域蓝湾,222.78平米,5室2厅4卫,1250万,南北,低层,毛坯
51,60000元/平米,大洲国际龙郡,175平米,5室2厅2卫,1050万,南北,中层,毛坯
52,67744元/平米,浅水湾畔,129.9平米,3室2厅2卫,880万,南北,中层,精装修
53,60268元/平米,福达里改造项目,224平米,3室1厅2卫,1350万,南北,高层,简装修
54,53763元/平米,禹洲世纪海湾,93平米,2室2厅1卫,500万,西,低层,简装修
55,34416元/平米,金鸡亭花园小区,77平米,2室2厅1卫,265万,南北,中层,简装修
56,84967元/平米,厦禾裕景,153平米,3室2厅1卫,1300万,南北,中层,精装修
57,36444元/平米,映碧里,90平米,3室2厅1卫,328万,南北,中层,精装修
58,68919元/平米,云海山庄,370平米,6室2厅5卫,2550万,南,低层,简装修
59,45956元/平米,美仁新村,81.6平米,2室1厅1卫,375万,南北,低层,简装修
0,48214元/平米,繁荣广场,140平米,3室1厅2卫,675万,南北,中层,简装修
1,45588元/平米,文兴东二里,68平米,2室1厅1卫,310万,南北,中层,中装修
2,71545元/平米,东方明珠广场,123平米,4室2厅5卫,880万,南北,高层,精装修
3,54878元/平米,阳光世纪广场,82平米,2室2厅1卫,450万,南北,中层,精装修
4,41050元/平米,文园公寓,92.57平米,2室2厅1卫,380万,南北,高层,中装修
5,129537元/平米,新景七星公馆,281平米,6室2厅4卫,3640万,南北,高层,毛坯
6,55556元/平米,万寿山铁路小区,77.4平米,2室2厅1卫,430万,南北,高层,精装修
7,45605元/平米,天宝大厦,120.6平米,3室2厅2卫,550万,东南,高层,精装修
8,52555元/平米,水晶国际,137平米,3室2厅2卫,720万,东,低层,暂无
9,70000元/平米,创冠体育大厦,50平米,1室1厅1卫,350万,东北,中层,简装修
10,56286元/平米,新乐大厦,140平米,3室2厅2卫,788万,北,中层,精装修
11,40998元/平米,新港龙花园,121.47平米,3室2厅2卫,498万,南北,低层,精装修
12,42031元/平米,侨福城,90.41平米,3室2厅1卫,380万,南北,低层,简装修
13,38438元/平米,岳阳小区,64.52平米,2室2厅1卫,248万,东南,低层,简装修
14,53034元/平米,海豚湾,162.16平米,3室2厅2卫,860万,南北,高层,精装修
15,57426元/平米,金榜家园,101平米,3室1厅2卫,580万,南北,中层,毛坯
16,36444元/平米,龙福花园,90平米,2室2厅1卫,328万,南北,高层,精装修
17,42500元/平米,莲花天伦花园,56平米,2室2厅1卫,238万,南北,中层,精装修
18,38853元/平米,云顶花园,76.7平米,2室2厅1卫,298万,西南,中层,简装修
